run,mutation,crossover,selection,elitism,generation,fitness
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,85,45900
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,86,43500
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,87,44200
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,88,44400
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,89,44300
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,90,43400
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,91,43400
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,92,43700
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,93,40300
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,94,43400
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,95,43400
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,96,44700
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,97,45200
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,98,43200
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,99,44800
2,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,100,46000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,1,25300
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,2,27000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,3,27100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,4,27100
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,5,30600
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,6,32200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,7,30800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,8,30800
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,9,29400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,10,30000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,11,32200
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,12,30400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,13,32500
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,14,33700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,15,33700
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,16,34400
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,17,33000
3,swap_mutation,one_point_crossover,fitness_proportionate_selection,0,18,36400
