mutation,crossover,selection,elitism,generation,median_fitness
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,15,37400.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,16,38450.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,17,39400.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,18,39850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,19,40850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,20,41700.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,21,42350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,22,43300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,23,43500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,24,43600.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,25,43850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,26,44050.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,27,44600.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,28,45650.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,29,46350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,30,47200.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,31,47650.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,32,47800.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,33,48200.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,34,49600.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,35,49850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,36,49900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,37,50450.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,38,50900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,39,51250.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,40,51250.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,41,52100.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,42,52850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,43,53150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,44,53900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,45,54200.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,46,54600.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,47,55350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,48,55350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,49,55600.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,50,55700.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,51,56100.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,52,56700.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,53,56900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,54,56900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,55,57450.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,56,57800.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,57,57850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,58,58150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,59,58150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,60,58550.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,61,59300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,62,59350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,63,60100.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,64,60300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,65,60650.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,66,60850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,67,61350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,68,61900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,69,62350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,70,62350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,71,62400.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,72,62500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,73,62500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,74,62900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,75,62900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,76,62900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,77,62900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,78,63300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,79,63300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,80,63800.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,81,64150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,82,64350.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,83,64750.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,84,64850.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,85,64950.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,86,65650.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,87,66100.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,88,66100.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,89,66200.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,90,66200.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,91,66550.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,92,67300.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,93,67500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,94,67500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,95,67500.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,96,67650.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,97,67900.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,98,68150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,99,68150.0
heuristic_mutation,cycle_crossover,fitness_proportionate_selection,1,100,68700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,1,24900.0
heuristic_mutation,cycle_crossover,ranking_selection,0,2,25800.0
heuristic_mutation,cycle_crossover,ranking_selection,0,3,26650.0
heuristic_mutation,cycle_crossover,ranking_selection,0,4,27950.0
heuristic_mutation,cycle_crossover,ranking_selection,0,5,29100.0
heuristic_mutation,cycle_crossover,ranking_selection,0,6,29800.0
heuristic_mutation,cycle_crossover,ranking_selection,0,7,31050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,8,32300.0
heuristic_mutation,cycle_crossover,ranking_selection,0,9,33500.0
heuristic_mutation,cycle_crossover,ranking_selection,0,10,34500.0
heuristic_mutation,cycle_crossover,ranking_selection,0,11,35450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,12,36450.0
heuristic_mutation,cycle_crossover,ranking_selection,0,13,38050.0
heuristic_mutation,cycle_crossover,ranking_selection,0,14,38700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,15,40100.0
heuristic_mutation,cycle_crossover,ranking_selection,0,16,41200.0
heuristic_mutation,cycle_crossover,ranking_selection,0,17,41400.0
heuristic_mutation,cycle_crossover,ranking_selection,0,18,41700.0
heuristic_mutation,cycle_crossover,ranking_selection,0,19,42800.0
