mutation,crossover,selection,elitism,generation,avg_fitness
swap_mutation,cycle_crossover,ranking_selection,1,41,45313.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,42,45610.0
swap_mutation,cycle_crossover,ranking_selection,1,43,46106.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,44,46506.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,45,46756.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,46,47276.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,47,47633.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,48,48150.0
swap_mutation,cycle_crossover,ranking_selection,1,49,48606.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,50,48866.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,51,49283.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,52,49486.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,53,49973.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,54,50396.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,55,50466.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,56,50770.0
swap_mutation,cycle_crossover,ranking_selection,1,57,51160.0
swap_mutation,cycle_crossover,ranking_selection,1,58,51270.0
swap_mutation,cycle_crossover,ranking_selection,1,59,51560.0
swap_mutation,cycle_crossover,ranking_selection,1,60,51850.0
swap_mutation,cycle_crossover,ranking_selection,1,61,52206.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,62,52593.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,63,52963.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,64,53266.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,65,53313.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,66,53616.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,67,53816.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,68,54260.0
swap_mutation,cycle_crossover,ranking_selection,1,69,54496.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,70,54826.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,71,55126.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,72,55386.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,73,55926.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,74,56076.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,75,56213.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,76,56483.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,77,56636.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,78,56793.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,79,57043.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,80,57280.0
swap_mutation,cycle_crossover,ranking_selection,1,81,57356.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,82,57583.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,83,58036.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,84,58156.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,85,58446.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,86,58590.0
swap_mutation,cycle_crossover,ranking_selection,1,87,58706.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,88,58840.0
swap_mutation,cycle_crossover,ranking_selection,1,89,58920.0
swap_mutation,cycle_crossover,ranking_selection,1,90,59163.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,91,59550.0
swap_mutation,cycle_crossover,ranking_selection,1,92,59853.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,93,60010.0
swap_mutation,cycle_crossover,ranking_selection,1,94,60313.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,95,60443.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,96,60553.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,97,60753.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,98,60966.666666666664
swap_mutation,cycle_crossover,ranking_selection,1,99,61013.333333333336
swap_mutation,cycle_crossover,ranking_selection,1,100,61116.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,1,24540.0
swap_mutation,cycle_crossover,tournament_selection,1,2,26060.0
swap_mutation,cycle_crossover,tournament_selection,1,3,27180.0
swap_mutation,cycle_crossover,tournament_selection,1,4,28890.0
swap_mutation,cycle_crossover,tournament_selection,1,5,29683.333333333332
swap_mutation,cycle_crossover,tournament_selection,1,6,30960.0
swap_mutation,cycle_crossover,tournament_selection,1,7,32266.666666666668
swap_mutation,cycle_crossover,tournament_selection,1,8,32990.0
swap_mutation,cycle_crossover,tournament_selection,1,9,34100.0
swap_mutation,cycle_crossover,tournament_selection,1,10,34956.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,11,35996.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,12,36646.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,13,37253.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,14,37953.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,15,38496.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,16,39303.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,17,39836.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,18,40450.0
swap_mutation,cycle_crossover,tournament_selection,1,19,40903.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,20,41416.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,21,41996.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,22,42680.0
swap_mutation,cycle_crossover,tournament_selection,1,23,43240.0
swap_mutation,cycle_crossover,tournament_selection,1,24,43896.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,25,44723.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,26,45166.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,27,45446.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,28,45883.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,29,46256.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,30,46736.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,31,47143.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,32,47363.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,33,47810.0
swap_mutation,cycle_crossover,tournament_selection,1,34,48463.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,35,48830.0
swap_mutation,cycle_crossover,tournament_selection,1,36,49216.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,37,49656.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,38,50163.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,39,50530.0
swap_mutation,cycle_crossover,tournament_selection,1,40,50920.0
swap_mutation,cycle_crossover,tournament_selection,1,41,51516.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,42,51750.0
swap_mutation,cycle_crossover,tournament_selection,1,43,52133.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,44,52710.0
swap_mutation,cycle_crossover,tournament_selection,1,45,53020.0
swap_mutation,cycle_crossover,tournament_selection,1,46,53476.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,47,53900.0
swap_mutation,cycle_crossover,tournament_selection,1,48,54206.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,49,54486.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,50,54676.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,51,54900.0
swap_mutation,cycle_crossover,tournament_selection,1,52,55133.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,53,55263.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,54,55466.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,55,55973.333333333336
swap_mutation,cycle_crossover,tournament_selection,1,56,56176.666666666664
swap_mutation,cycle_crossover,tournament_selection,1,57,56520.0
